ID,gender,ugpa,lsat,grad,fulltime,fam_inc,law_school_tier,race,pass_bar,bar_passed_attempt,birth_year
13567,female,3.5,41,yes,yes,4,3,white,yes,first attempt,1967
13578,male,3.5,31,yes,no,2,2,white,yes,first attempt,1961
13590,female,3.5,45,yes,yes,3,6,white,yes,first attempt,1964
13631,female,3.5,35,yes,yes,4,4,white,yes,second attempt,1959
13651,female,3.5,34,yes,yes,4,4,white,yes,first attempt,1970
13694,female,3.5,43,yes,yes,5,6,white,yes,first attempt,1969
13718,male,3.5,39,yes,no,3,4,white,yes,first attempt,1964
13727,female,3.5,36,yes,yes,4,3,other,yes,first attempt,1969
13738,female,3.5,39,yes,yes,4,4,white,yes,first attempt,1967
13740,female,3.5,37,yes,yes,4,3,asian,yes,first attempt,1968
13762,male,3.5,37,yes,yes,3,4,white,yes,first attempt,1968
13784,female,3.5,34,yes,yes,3,4,white,yes,first attempt,1956
13823,female,3.5,43,yes,yes,4,6,white,yes,first attempt,1969
13829,male,3.5,29,yes,yes,3,3,white,yes,first attempt,1969
13843,male,3.5,34,yes,no,2,3,white,yes,second attempt,1960
13847,female,3.5,35,yes,yes,3,3,white,yes,first attempt,1969
13875,male,3.5,35,yes,yes,4,4,white,yes,first attempt,1967
13908,male,3.5,30.7,yes,yes,3,6,white,yes,first attempt,1965
13935,male,3.5,42,yes,no,4,4,white,yes,first attempt,1961
13952,female,3.5,29.5,yes,yes,5,3,white,yes,first attempt,1967
13989,female,3.5,43,yes,yes,4,6,white,yes,first attempt,1968
14009,male,3.5,44,yes,yes,3,6,white,yes,first attempt,1924
14028,female,3.5,37,yes,yes,4,5,white,yes,first attempt,1969
14033,female,3.5,32,yes,no,4,3,white,yes,first attempt,1965
14035,female,3.5,43,yes,yes,4,6,white,yes,first attempt,1969
14083,female,3.5,39,yes,yes,3,4,white,yes,first attempt,1955
14131,female,3.5,33.5,yes,yes,5,5,white,yes,first attempt,1966
14138,female,3.5,36.7,yes,yes,4,5,white,yes,second attempt,1968
14145,male,3.5,40,yes,yes,4,3,white,yes,first attempt,1969
14153,female,3.5,38,yes,yes,3,3,white,yes,first attempt,1957
14156,female,3.5,35,yes,yes,3,4,white,yes,first attempt,1947
14163,male,3.5,39,yes,yes,3,3,white,yes,first attempt,1967
14166,female,3.5,41,yes,yes,3,6,white,yes,first attempt,1950
14192,male,3.5,43,yes,yes,4,5,white,yes,first attempt,1959
14193,female,3.5,33,yes,yes,4,4,white,yes,first attempt,1968
14208,female,3.5,24,yes,yes,3,3,white,yes,first attempt,1953
14210,female,3.5,28,yes,NA,1,5,white,yes,second attempt,1965
14212,female,3.5,39,yes,yes,3,6,asian,yes,first attempt,1964
14217,male,3.5,33,yes,yes,4,2,white,yes,first attempt,1969
14223,female,3.5,29,yes,yes,3,3,hisp,yes,first attempt,1968
14240,male,3.5,35,yes,yes,2,3,white,yes,second attempt,1955
14265,female,3.5,45,yes,yes,3,6,white,yes,first attempt,1959
14270,female,3.5,33.5,yes,yes,3,5,white,yes,first attempt,1969
14281,female,3.5,37,yes,yes,4,4,white,yes,first attempt,1968
14299,female,3.5,40,yes,yes,3,4,white,yes,first attempt,1969
14311,male,3.5,29,yes,yes,3,4,white,yes,first attempt,1969
14334,male,3.5,42,yes,yes,3,4,white,yes,first attempt,1957
14375,female,3.5,40,yes,yes,4,5,white,yes,first attempt,1968
14376,female,3.5,34,yes,yes,3,4,asian,yes,first attempt,1969
14386,male,3.5,48,yes,yes,3,4,white,yes,first attempt,1963
14418,female,3.5,39.5,yes,yes,3,5,white,yes,first attempt,1968
14428,male,3.5,31,yes,yes,3,3,other,yes,first attempt,1968
14441,female,3.5,29.5,yes,yes,3,3,white,yes,first attempt,1969
14450,female,3.5,40,yes,yes,3,4,white,yes,first attempt,1967
14452,female,3.5,27,yes,yes,3,5,asian,yes,first attempt,1966
14455,male,3.5,34,yes,yes,4,5,white,yes,first attempt,1963
14488,female,3.5,31,yes,yes,1,3,black,yes,first attempt,1969
14499,female,3.5,33,yes,yes,3,3,white,yes,first attempt,1967
14500,female,3.5,40,yes,yes,4,4,white,yes,first attempt,1969
14504,male,3.5,32,yes,yes,4,6,black,yes,first attempt,1961
14506,female,3.5,34.5,yes,yes,3,3,white,yes,first attempt,1969
14519,male,3.5,22,yes,yes,4,4,white,yes,second attempt,1969
14525,female,3.5,46,yes,yes,4,6,white,yes,first attempt,1964
14615,female,3.5,38,yes,yes,2,5,white,yes,first attempt,1969
14617,male,3.5,37,yes,yes,3,2,white,yes,first attempt,1969
14628,female,3.5,46,yes,yes,4,4,white,yes,first attempt,1970
14635,female,3.5,40,yes,yes,4,3,black,yes,first attempt,1969
14677,male,3.5,38.5,yes,yes,2,5,other,yes,first attempt,1967
14684,male,3.5,43,yes,yes,4,5,white,yes,first attempt,1967
14706,female,3.5,37,yes,yes,3,5,asian,yes,first attempt,1967
14710,female,3.5,36,yes,yes,4,4,white,no,no pass,1969
14716,male,3.5,33.5,yes,yes,3,3,white,yes,first attempt,1968
14763,female,3.5,41,yes,yes,4,4,white,yes,first attempt,1970
14767,female,3.5,39,yes,yes,4,4,white,yes,second attempt,1942
14792,male,3.5,41,yes,yes,3,5,white,yes,first attempt,1966
14794,male,3.5,46,yes,yes,4,4,white,yes,first attempt,1969
14815,female,3.5,36,yes,yes,3,5,white,yes,first attempt,1969
14852,male,3.5,29,yes,yes,4,3,white,yes,first attempt,1966
14853,female,3.5,32,yes,yes,4,2,white,yes,first attempt,1964
14868,male,3.5,30,yes,yes,3,3,white,yes,first attempt,1954
14904,male,3.5,38,yes,yes,4,5,asian,yes,first attempt,1969
14911,male,3.5,40,yes,yes,4,6,white,yes,first attempt,1968
14934,female,3.5,35,yes,no,2,3,white,yes,first attempt,1952
14940,male,3.5,38,yes,yes,4,3,white,no,no pass,1967
14950,male,3.5,31,yes,yes,4,2,white,yes,first attempt,1960
14956,female,3.5,18,yes,yes,1,1,black,no,no pass,1968
14964,male,3.5,34,yes,yes,3,5,white,yes,first attempt,1969
14976,male,3.5,41,yes,yes,4,4,white,yes,first attempt,1969
14987,male,3.5,42,yes,yes,4,4,white,yes,first attempt,1961
14995,male,3.5,38,yes,yes,2,3,white,yes,first attempt,1968
15015,female,3.5,38,yes,yes,5,5,white,yes,first attempt,1968
15045,female,3.5,39,yes,yes,3,3,white,yes,first attempt,1970
15046,male,3.5,40,yes,yes,4,3,white,yes,first attempt,1955
15048,female,3.5,44,yes,yes,5,6,white,yes,first attempt,1969
15062,male,3.5,38,yes,yes,4,5,white,yes,first attempt,1967
15069,male,3.5,30.5,yes,yes,4,3,white,yes,first attempt,1968
15093,male,3.5,32,yes,yes,3,4,white,yes,first attempt,1969
15104,female,3.5,39,yes,no,3,3,white,yes,first attempt,1949
15111,female,3.5,33,yes,yes,4,4,white,yes,first attempt,1946
15113,female,3.5,38,yes,no,3,4,white,yes,first attempt,1952
15117,male,3.5,43,yes,yes,3,4,white,yes,first attempt,1963
15144,male,3.5,41,yes,yes,3,5,white,yes,first attempt,1962
15146,female,3.5,37,yes,yes,4,4,asian,yes,second attempt,1968
15181,female,3.5,35,yes,yes,4,4,white,yes,first attempt,1967
15204,female,3.5,40,yes,yes,3,4,white,yes,first attempt,1965
15205,male,3.5,42,yes,yes,4,3,white,yes,first attempt,1962
15215,female,3.5,34,yes,yes,4,4,white,yes,first attempt,1967
15221,female,3.5,41,yes,no,4,4,white,yes,first attempt,1964
15227,female,3.5,34,yes,yes,4,3,white,yes,first attempt,1968
15248,female,3.5,37,yes,yes,3,3,white,yes,first attempt,1961
15260,female,3.5,36,yes,yes,3,5,white,yes,first attempt,1966
15290,female,3.5,40,yes,yes,3,4,white,yes,first attempt,1968
15298,female,3.5,28,yes,yes,4,3,white,yes,second attempt,1969
15310,female,3.5,36,yes,yes,2,4,white,yes,first attempt,1934
15350,male,3.5,33,yes,yes,3,3,white,yes,first attempt,1967
15369,male,3.5,35,yes,yes,4,3,white,yes,first attempt,1969
15385,female,3.5,38.5,yes,yes,4,3,white,yes,first attempt,1968
15389,female,3.5,33,yes,yes,3,5,white,yes,first attempt,1969
15396,female,3.5,44,yes,yes,4,6,asian,yes,first attempt,1966
15413,male,3.5,45,yes,yes,4,6,white,yes,first attempt,1970
15477,male,3.5,46,yes,yes,5,5,white,yes,first attempt,1968
15514,female,3.5,34,yes,yes,4,5,white,yes,first attempt,1958
15524,female,3.5,33,yes,yes,3,2,white,yes,second attempt,1969
15535,male,3.5,43,yes,yes,3,4,white,yes,first attempt,1966
15541,male,3.5,42,yes,yes,3,3,white,yes,first attempt,1941
15572,female,3.5,33,yes,yes,4,5,white,yes,first attempt,1969
15582,male,3.5,40,yes,yes,4,6,white,yes,first attempt,1954
15589,female,3.5,46,yes,yes,5,5,white,yes,first attempt,1969
15618,female,3.5,32,yes,yes,4,3,white,yes,first attempt,1968
15663,male,3.5,37,yes,yes,4,3,white,yes,first attempt,1968
15672,male,3.5,37,yes,yes,5,3,white,no,no pass,1969
15675,female,3.5,25,yes,yes,4,3,white,yes,first attempt,1969
15691,female,3.5,40,yes,yes,4,5,white,yes,first attempt,1968
15699,male,3.5,35,yes,yes,5,5,asian,yes,first attempt,1969
15705,male,3.5,41,yes,yes,4,4,white,yes,first attempt,1969
15708,male,3.5,42,yes,yes,4,6,white,yes,first attempt,1969
15710,male,3.5,44,yes,yes,4,5,white,yes,first attempt,1961
15724,female,3.5,36,yes,yes,3,4,white,yes,first attempt,1966
15741,male,3.5,33,yes,yes,3,3,white,yes,first attempt,1969
15747,female,3.5,44,yes,yes,4,4,white,yes,first attempt,1963
15764,male,3.5,39,yes,yes,4,6,white,yes,first attempt,1967
15772,female,3.5,38,yes,yes,5,4,white,yes,first attempt,1970
15777,female,3.5,34,yes,yes,4,2,white,yes,first attempt,1969
15815,female,3.5,42,yes,yes,4,5,white,yes,first attempt,1967
15830,female,3.5,35,yes,yes,4,4,white,yes,first attempt,1967
15892,male,3.5,42,yes,yes,3,5,black,yes,first attempt,1968
15898,male,3.5,34,yes,yes,1,3,white,yes,second attempt,1941
15911,female,3.5,32,yes,yes,4,3,white,yes,first attempt,1967
15917,female,3.5,38,yes,no,4,5,white,yes,first attempt,1965
15965,male,3.5,36,yes,yes,4,3,white,yes,first attempt,1969
15975,female,3.5,39,yes,no,4,4,white,yes,first attempt,1956
15979,female,3.5,36,yes,yes,3,3,white,yes,first attempt,1968
15991,female,3.5,39,yes,yes,4,5,white,yes,first attempt,1967
16010,female,3.5,38,yes,yes,4,3,white,yes,first attempt,1968
16019,male,3.5,33,yes,yes,3,4,white,yes,first attempt,1966
16020,female,3.5,34,yes,yes,4,5,white,yes,first attempt,1968
16023,female,3.5,31.3,yes,yes,2,3,white,yes,first attempt,1968
16026,male,3.5,33,yes,yes,3,3,white,yes,second attempt,1963
16033,female,3.5,42,yes,no,4,3,white,yes,first attempt,1952
16035,male,3.5,42,yes,yes,4,5,white,yes,first attempt,1955
16045,female,3.5,39,yes,yes,4,4,white,yes,first attempt,1969
16051,male,3.5,39,yes,yes,3,3,white,yes,first attempt,1959
16055,female,3.5,39,yes,yes,5,3,white,yes,first attempt,1964
16070,female,3.5,37,yes,yes,2,6,black,yes,second attempt,1970
16135,female,3.5,37,yes,no,3,3,white,yes,first attempt,1956
16146,male,3.5,45,yes,yes,5,6,white,yes,first attempt,1965
16164,female,3.5,26,yes,yes,3,5,hisp,yes,second attempt,1966
16174,female,3.5,37,yes,yes,4,3,white,yes,first attempt,1961
16180,male,3.5,35,yes,yes,3,4,white,yes,first attempt,1969
16181,male,3.5,46,yes,yes,4,5,white,yes,first attempt,1968
16194,female,3.5,38,yes,yes,3,4,white,yes,first attempt,1970
16205,female,3.5,27,yes,yes,4,3,white,yes,second attempt,1967
16207,male,3.5,35,yes,yes,4,4,white,yes,first attempt,1968
16240,male,3.5,44,yes,yes,3,4,white,yes,first attempt,1966
16248,male,3.5,41,yes,yes,4,4,white,yes,first attempt,1968
16251,female,3.5,46,yes,yes,4,5,white,yes,first attempt,1968
16257,female,3.5,31.5,yes,yes,3,5,white,yes,first attempt,1965
16274,male,3.5,39,yes,yes,3,4,white,yes,first attempt,1966
16275,male,3.5,38,yes,yes,3,4,white,yes,first attempt,1969
16284,female,3.5,42,yes,yes,3,4,white,yes,first attempt,1966
16293,male,3.5,26,yes,yes,5,2,white,no,no pass,1967
16310,male,3.5,41,yes,yes,3,5,white,yes,first attempt,1958
16316,female,3.5,28,yes,yes,3,4,white,yes,second attempt,1962
16319,female,3.5,32,yes,yes,3,6,hisp,yes,first attempt,1967
16331,female,3.5,37,yes,yes,5,3,asian,yes,first attempt,1969
16343,female,3.5,41,yes,yes,4,3,white,yes,first attempt,1968
16364,female,3.5,35,yes,yes,4,4,white,yes,first attempt,1969
16383,male,3.5,37,yes,yes,3,2,white,yes,first attempt,1969
16393,female,3.5,29,yes,yes,4,2,white,yes,first attempt,1967
16394,male,3.5,33.5,yes,yes,4,3,white,yes,first attempt,1969
16406,female,3.5,39,yes,yes,5,4,white,yes,first attempt,1969
16409,female,3.5,40,yes,yes,4,3,white,yes,first attempt,1968
16411,female,3.5,36,yes,yes,4,3,white,yes,first attempt,1969
16429,male,3.5,39,yes,yes,3,4,white,yes,first attempt,1953
16442,male,3.5,47,yes,yes,4,5,white,yes,first attempt,1965
16448,male,3.5,37,yes,yes,3,3,white,yes,first attempt,1967
16471,male,3.5,47,yes,yes,5,5,white,yes,first attempt,1964
16482,male,3.5,34,yes,yes,4,3,white,yes,first attempt,1969
16491,male,3.5,36,yes,yes,4,4,white,yes,first attempt,1966
16504,female,3.5,40,yes,yes,5,4,white,yes,first attempt,1969
16519,female,3.5,48,yes,yes,3,6,white,yes,first attempt,1958
16525,male,3.5,43,yes,yes,4,6,white,yes,first attempt,1969
16532,male,3.5,30,yes,yes,3,2,white,yes,first attempt,1965
16535,male,3.5,41,yes,yes,3,3,white,yes,first attempt,1958
16543,female,3.5,37,yes,yes,NA,3,white,yes,first attempt,1968
16545,female,3.5,32.5,yes,no,3,5,white,yes,second attempt,1960
16549,male,3.5,45,yes,yes,4,5,white,yes,first attempt,1968
16578,male,3.5,33,yes,yes,4,5,white,yes,first attempt,1968
16581,male,3.5,41,yes,yes,4,4,white,yes,first attempt,1969
16604,female,3.5,33,yes,yes,4,3,white,yes,first attempt,1968
16606,male,3.5,40,yes,yes,4,4,white,yes,first attempt,1960
16640,female,3.5,33,yes,yes,4,5,hisp,yes,first attempt,1963
16652,male,3.5,44,yes,yes,4,6,white,yes,first attempt,1957
16654,female,3.5,45,yes,yes,4,5,white,yes,first attempt,1964
16659,male,3.5,31,yes,yes,3,2,white,yes,first attempt,1968
16664,female,3.5,44,yes,yes,4,5,white,yes,first attempt,1969
16668,female,3.5,44,yes,yes,4,4,white,yes,first attempt,1968
16670,female,3.5,35,yes,yes,2,3,white,yes,first attempt,1959
16671,male,3.5,47,yes,yes,3,6,white,yes,first attempt,1960
16691,male,3.5,29,yes,yes,2,4,asian,yes,first attempt,1964
16693,male,3.5,37,yes,yes,4,3,white,yes,first attempt,1968
16694,female,3.5,38,yes,yes,3,3,white,yes,first attempt,1954
16695,female,3.5,42,yes,yes,4,5,black,yes,first attempt,1968
16706,female,3.5,44,yes,yes,3,5,hisp,yes,first attempt,1968
16708,female,3.5,33,yes,yes,4,3,white,yes,first attempt,1969
16710,female,3.5,39,yes,yes,4,3,white,yes,first attempt,1969
16715,male,3.5,37.5,yes,yes,4,4,white,yes,first attempt,1969
16719,male,3.5,32,yes,yes,3,5,white,yes,first attempt,1963
16727,male,3.5,35.5,yes,NA,4,5,white,no,no pass,1968
16734,female,3.5,35,yes,yes,4,3,white,yes,first attempt,1969
16736,male,3.5,41,yes,yes,3,5,white,yes,first attempt,1969
16752,male,3.5,34,yes,yes,4,4,white,yes,first attempt,1969
16762,female,3.5,43,yes,yes,4,5,white,yes,first attempt,1969
16777,female,3.5,33,yes,yes,4,3,hisp,yes,first attempt,1969
16787,male,3.5,38,yes,yes,2,3,white,yes,first attempt,1967
16836,female,3.5,31,yes,yes,4,3,white,yes,first attempt,1969
16849,female,3.5,38,yes,yes,4,4,white,yes,first attempt,1969
16862,female,3.5,31,yes,yes,4,4,white,yes,second attempt,1963
16865,female,3.5,38,yes,yes,3,4,white,yes,first attempt,1968
16871,female,3.5,35,yes,yes,3,3,white,yes,first attempt,1969
16893,male,3.5,46,yes,yes,4,5,white,yes,first attempt,1969
16900,female,3.5,42,yes,yes,4,3,white,yes,first attempt,1969
16906,female,3.5,34,yes,yes,4,3,white,yes,first attempt,1969
16908,male,3.5,39,yes,yes,3,6,white,yes,first attempt,1969
16910,male,3.5,47,yes,yes,4,5,white,yes,first attempt,1969
16916,male,3.5,42,yes,yes,2,4,white,yes,first attempt,1969
16920,male,3.5,42,yes,yes,5,4,white,yes,first attempt,1969
16962,male,3.5,42,yes,yes,4,4,white,yes,first attempt,1966
16964,female,3.5,40,yes,yes,4,4,white,yes,second attempt,1958
16969,male,3.5,37,yes,yes,4,3,white,yes,first attempt,1969
16970,male,3.5,36.5,yes,yes,3,3,white,yes,first attempt,1969
16999,female,3.5,40.5,yes,yes,4,6,asian,yes,first attempt,1968
17000,female,3.5,36,yes,yes,3,3,white,yes,first attempt,1963
17026,female,3.5,47,yes,yes,4,4,white,yes,first attempt,1965
17032,male,3.5,46,yes,yes,3,5,asian,yes,first attempt,1966
17035,male,3.5,40,yes,yes,4,4,white,yes,first attempt,1961
17043,female,3.5,35,yes,yes,4,3,white,yes,first attempt,1968
17046,female,3.5,42,yes,yes,2,4,white,yes,first attempt,1969
17053,female,3.5,34,yes,yes,4,4,white,yes,first attempt,1969
17058,male,3.5,33,yes,yes,4,3,white,yes,first attempt,1967
17071,female,3.5,29,yes,yes,4,4,hisp,yes,first attempt,1969
17078,male,3.5,41,yes,yes,4,5,white,yes,first attempt,1969
17104,female,3.5,37,yes,no,4,NA,white,yes,first attempt,1958
17124,male,3.5,35,yes,yes,4,3,white,yes,first attempt,1967
17194,male,3.5,37,yes,yes,3,6,hisp,yes,second attempt,1969
17206,male,3.5,39,yes,yes,4,6,white,yes,second attempt,1968
17211,male,3.5,38,yes,yes,4,4,white,yes,first attempt,1968
17243,female,3.5,37,yes,yes,4,6,white,yes,first attempt,1967
17249,female,3.5,32,yes,yes,4,4,white,yes,first attempt,1969
17262,female,3.5,37,yes,yes,3,2,white,yes,first attempt,1965
17264,female,3.5,33,yes,yes,4,3,white,yes,first attempt,1969
17269,male,3.5,45,yes,no,3,5,white,yes,first attempt,1969
17314,female,3.5,32,yes,yes,3,4,black,yes,first attempt,1969
17333,female,3.5,42,yes,yes,4,3,white,yes,first attempt,1969
17340,male,3.5,39,yes,yes,4,5,white,yes,first attempt,1969
17359,female,3.5,39,yes,yes,3,4,white,yes,first attempt,1967
17367,female,3.5,37,yes,yes,4,5,white,yes,second attempt,1966
17377,male,3.5,45,yes,yes,3,4,white,yes,first attempt,1965
17381,male,3.5,46,yes,yes,4,6,white,yes,first attempt,1968
17386,female,3.5,37,yes,yes,4,3,white,yes,first attempt,1964
17395,female,3.5,42,yes,yes,4,5,white,yes,first attempt,1966
17423,female,3.5,45,yes,yes,3,6,white,yes,first attempt,1969
17425,male,3.5,39,yes,yes,4,4,white,yes,first attempt,1968
17435,female,3.5,35,yes,yes,4,2,white,yes,first attempt,1969
17446,male,3.5,47,yes,yes,4,6,white,yes,first attempt,1969
17456,female,3.5,32,yes,yes,3,4,asian,yes,first attempt,1968
17466,male,3.5,39,yes,yes,3,4,white,yes,first attempt,1969
17472,male,3.5,33,yes,yes,4,4,white,yes,first attempt,1969
17502,male,3.5,38,yes,yes,4,4,white,yes,first attempt,1968
17503,male,3.5,46,yes,yes,4,6,white,yes,first attempt,1968
17531,female,3.5,44,yes,yes,4,6,white,yes,first attempt,1969
17561,female,3.5,44,yes,yes,4,5,white,yes,first attempt,1969
17567,female,3.5,44,yes,yes,4,6,hisp,yes,first attempt,1969
17572,male,3.5,38,yes,yes,4,4,white,yes,first attempt,1969
17591,female,3.5,28,yes,yes,3,4,black,yes,first attempt,1970
17596,male,3.5,31.5,yes,yes,4,4,white,yes,first attempt,1965
17606,male,3.5,35,yes,yes,3,4,white,yes,first attempt,1969
17617,male,3.5,30,yes,yes,3,3,white,yes,first attempt,1967
17625,female,3.5,35,yes,yes,4,4,white,yes,first attempt,1957
17633,male,3.5,46,yes,yes,4,6,white,yes,first attempt,1968
17649,male,3.5,41,yes,yes,4,5,white,yes,first attempt,1969
17662,male,3.5,44,yes,yes,4,4,white,yes,first attempt,1959
17665,female,3.5,34,yes,yes,3,3,white,yes,first attempt,1968
17672,male,3.5,28,yes,yes,2,3,asian,yes,second attempt,1961
17701,female,3.5,41,yes,yes,3,6,white,yes,first attempt,1967
17720,male,3.5,37,yes,no,3,5,white,yes,second attempt,1965
17744,female,3.5,40,yes,yes,3,4,white,yes,first attempt,1964
17762,male,3.5,39,yes,yes,3,4,white,yes,first attempt,1969
17767,female,3.5,44,yes,yes,4,6,white,yes,first attempt,1968
17770,male,3.5,41,yes,yes,4,4,white,yes,first attempt,1964
17814,female,3.5,35,yes,no,4,3,white,yes,first attempt,1968
17822,male,3.5,42,yes,yes,4,6,asian,yes,first attempt,1969
17833,male,3.5,45,yes,yes,3,6,white,yes,first attempt,1963
17853,male,3.5,35,yes,yes,3,3,white,yes,first attempt,1968
17857,male,3.5,36,yes,yes,4,2,white,yes,first attempt,1968
17871,male,3.5,40,yes,yes,4,4,white,yes,first attempt,1968
17925,female,3.5,39,yes,yes,4,6,asian,yes,first attempt,1969
17940,male,3.5,30.5,yes,yes,2,6,hisp,yes,first attempt,1968
17980,male,3.5,30,yes,yes,3,4,white,yes,first attempt,1968
18000,male,3.5,29,yes,no,2,3,hisp,yes,first attempt,1966
18011,female,3.5,21,yes,yes,3,3,black,yes,first attempt,1967
18017,male,3.5,29.5,yes,yes,3,3,white,yes,first attempt,1968
18035,male,3.5,38,yes,no,3,3,white,yes,first attempt,1955
18042,female,3.5,36,yes,yes,2,4,white,yes,first attempt,1945
18050,male,3.5,33,yes,yes,4,4,white,yes,first attempt,1969
18072,male,3.5,45,yes,yes,3,5,white,yes,first attempt,1965
18097,male,3.5,46,yes,yes,3,5,white,yes,first attempt,1951
18099,male,3.5,32,yes,yes,4,3,white,yes,first attempt,1968
18125,female,3.5,36,yes,no,4,5,hisp,yes,first attempt,1966
18139,female,3.5,38,yes,yes,3,4,white,yes,first attempt,1969
18188,female,3.5,36,yes,yes,3,4,white,yes,first attempt,1968
18197,female,3.5,32,yes,no,3,4,white,yes,first attempt,1958
18198,male,3.5,37,yes,yes,3,4,white,yes,first attempt,1953
18210,female,3.5,37,yes,yes,2,4,white,yes,first attempt,1966
18223,male,3.5,35,yes,yes,1,3,white,yes,first attempt,1967
18226,male,3.5,39,yes,yes,2,3,white,yes,first attempt,1952
18254,male,3.5,38,yes,yes,4,3,white,yes,first attempt,1969
18256,female,3.5,42,yes,yes,4,5,white,yes,first attempt,1963
18295,NA,3.5,42,yes,yes,NA,5,NA,yes,first attempt,1967
18301,male,3.5,34,yes,yes,4,4,white,yes,first attempt,1969
18336,male,3.5,35,yes,yes,3,4,white,yes,first attempt,1969
18344,female,3.5,39,yes,yes,2,3,white,yes,first attempt,1967
18346,male,3.5,42,yes,yes,3,3,white,yes,first attempt,1964
18352,female,3.5,43,yes,yes,4,5,white,yes,first attempt,1970
18367,female,3.5,37,yes,yes,4,2,white,yes,first attempt,1969
18379,male,3.5,42,yes,yes,5,6,white,yes,first attempt,1969
18398,male,3.5,41,yes,yes,2,5,white,yes,first attempt,1968
18405,male,3.5,31,yes,yes,4,4,white,yes,first attempt,1970
18427,female,3.5,38,yes,yes,3,4,white,yes,first attempt,1968
18429,female,3.5,26,yes,yes,4,3,white,no,no pass,NA
18497,male,3.5,42,yes,yes,5,4,white,yes,first attempt,1969
18498,male,3.5,41,yes,yes,5,3,white,yes,first attempt,1969
18505,female,3.5,27,yes,yes,4,4,black,yes,first attempt,1965
18538,male,3.5,35,yes,yes,4,4,white,yes,first attempt,1965
18542,male,3.5,25,yes,yes,5,5,white,no,no pass,1969
18551,male,3.5,31,yes,yes,4,3,white,yes,first attempt,1969
18586,female,3.5,42,yes,yes,3,4,white,yes,first attempt,1969
18590,male,3.5,36,yes,yes,3,5,white,yes,first attempt,1967
18593,female,3.5,40,yes,yes,4,3,white,yes,first attempt,1954
18594,male,3.5,38.5,yes,yes,5,3,white,yes,first attempt,1969
18602,female,3.5,34.5,yes,yes,5,3,white,yes,first attempt,1967
18624,male,3.5,47,yes,yes,NA,6,white,yes,second attempt,1967
18628,female,3.5,43,yes,yes,4,6,white,yes,first attempt,1969
18634,male,3.5,40,yes,yes,3,6,black,yes,first attempt,1969
18659,male,3.5,38,yes,yes,3,4,asian,yes,first attempt,1969
18734,male,3.5,44,yes,yes,4,6,white,yes,first attempt,1962
18741,male,3.5,39,yes,yes,3,4,hisp,yes,second attempt,1967
18742,female,3.5,36,yes,yes,3,5,black,yes,first attempt,1969
18751,female,3.5,37,yes,yes,3,4,white,yes,first attempt,1947
18766,male,3.5,37,yes,yes,4,5,white,yes,first attempt,1968
18767,male,3.5,28,yes,yes,5,1,white,yes,first attempt,1969
18788,female,3.5,40,yes,yes,3,4,white,no,no pass,1970
18790,male,3.5,40,yes,yes,5,4,white,yes,first attempt,1968
18809,male,3.5,38,yes,yes,3,3,white,yes,first attempt,1969
18816,female,3.5,36,yes,yes,4,4,white,yes,first attempt,1969
18835,male,3.5,35.5,yes,yes,3,3,white,yes,first attempt,1968
18841,male,3.5,34,yes,yes,4,4,white,yes,first attempt,1965
18872,female,3.5,36,yes,yes,3,2,white,yes,first attempt,1961
18891,female,3.5,43,yes,yes,4,6,white,yes,first attempt,1969
18902,female,3.5,32,yes,yes,4,4,white,yes,first attempt,1968
18906,male,3.5,38.5,yes,yes,4,6,black,yes,first attempt,1968
18907,female,3.5,33.5,yes,yes,4,3,white,yes,first attempt,1968
18932,female,3.5,42,yes,yes,4,3,white,yes,first attempt,1966
18936,female,3.5,41,yes,yes,4,5,white,yes,first attempt,1968
18944,male,3.5,33,yes,yes,4,4,white,yes,first attempt,1968
18976,male,3.5,35,yes,yes,3,2,white,yes,first attempt,1968
18985,female,3.5,37,yes,no,4,5,white,yes,first attempt,1968
18994,male,3.5,32,yes,no,4,3,white,yes,first attempt,1942
18997,male,3.5,37,yes,yes,4,4,white,yes,first attempt,1970
19005,male,3.5,36,yes,yes,4,4,white,yes,first attempt,1969
19011,male,3.5,43,yes,yes,2,4,white,yes,first attempt,1969
19039,female,3.5,37.3,yes,yes,3,3,white,yes,first attempt,1968
19086,male,3.5,38,yes,yes,4,3,white,yes,first attempt,1966
19097,male,3.5,36,yes,yes,3,3,white,yes,first attempt,1969
19131,male,3.5,33,yes,yes,3,3,white,yes,first attempt,1969
19138,female,3.5,37,yes,yes,2,2,white,yes,first attempt,1954
19148,male,3.5,40,yes,yes,2,5,white,yes,first attempt,1954
19156,female,3.5,31,yes,yes,3,2,white,no,no pass,1953
19163,female,3.5,45,yes,yes,4,3,white,yes,first attempt,1967
19201,male,3.5,43,yes,yes,3,6,white,yes,first attempt,1965
19207,male,3.5,45,yes,yes,3,5,white,yes,first attempt,1969
19210,male,3.5,40,yes,yes,2,4,hisp,yes,first attempt,1964
19252,female,3.5,31.5,yes,no,4,4,white,yes,first attempt,1962
19257,male,3.5,34,yes,no,3,4,white,yes,first attempt,1957
19268,female,3.5,32,yes,yes,3,3,white,yes,second attempt,1947
19277,female,3.5,42,yes,yes,4,6,hisp,yes,first attempt,1968
19285,male,3.5,37,yes,yes,3,6,white,yes,first attempt,1967
